,user_id,movie_id,rating
0,1,33,4.5
1,1,291,4.0
2,1,217,5.0
3,1,112,4.0
4,1,17,1.0
5,1,72,1.5
6,1,42,4.5
7,1,270,0.5
8,1,153,0.5
9,1,223,3.0
10,2,160,1.0
11,2,121,2.0
12,2,243,4.5
13,2,120,2.5
14,2,34,3.5
15,2,139,4.5
16,2,132,2.0
17,2,29,1.5
18,2,244,2.0
19,2,39,2.5
20,3,13,3.0
21,3,147,4.5
22,3,128,4.0
23,3,39,5.0
24,3,47,2.0
25,3,285,2.5
26,3,80,0.5
27,3,128,2.0
28,3,183,3.0
29,3,211,1.5
30,4,286,5.0
31,4,216,3.5
32,4,291,4.5
33,4,50,0.5
34,4,34,0.5
35,4,284,4.0
36,4,178,1.5
37,4,262,2.0
38,4,1,1.5
39,4,294,4.5
40,5,156,4.0
41,5,197,4.0
42,5,214,0.5
43,5,262,2.0
44,5,115,3.0
45,5,215,2.5
46,5,237,4.0
47,5,208,1.5
48,5,259,2.5
49,5,245,0.5
50,6,257,1.5
51,6,114,0.5
52,6,166,2.0
53,6,121,3.5
54,6,258,3.5
55,6,263,1.5
56,6,58,1.0
57,6,34,3.5
58,6,220,0.5
59,6,193,3.5
60,7,22,0.5
61,7,152,4.5
62,7,200,3.5
63,7,195,3.5
64,7,137,0.5
65,7,161,2.5
66,7,104,1.0
67,7,13,3.5
68,7,290,2.5
69,7,199,1.0
70,8,122,5.0
71,8,31,3.5
72,8,107,4.0
73,8,14,4.0
74,8,87,5.0
75,8,193,3.0
76,8,249,3.0
77,8,297,4.0
78,8,176,4.0
79,8,7,1.0
80,9,114,1.0
81,9,157,3.0
82,9,24,3.0
83,9,225,2.5
84,9,273,3.0
85,9,252,3.0
86,9,139,5.0
87,9,214,4.5
88,9,290,3.5
89,9,13,4.5
90,10,206,1.5
91,10,260,1.5
92,10,72,2.5
93,10,248,4.5
94,10,204,1.0
95,10,126,2.5
96,10,105,1.5
97,10,95,4.0
98,10,76,4.0
99,10,243,5.0
100,11,129,3.5
101,11,252,2.5
102,11,228,1.5
103,11,93,0.5
104,11,35,5.0
105,11,119,0.5
106,11,196,3.0
107,11,287,3.5
108,11,24,1.5
109,11,172,3.5
110,12,221,2.0
111,12,272,1.5
112,12,57,4.5
113,12,150,1.0
114,12,40,3.5
115,12,192,0.5
116,12,259,2.5
117,12,3,3.5
118,12,191,4.0
119,12,273,5.0
120,13,92,3.0
121,13,84,4.5
122,13,212,3.0
123,13,105,3.5
124,13,13,3.5
125,13,26,2.0
126,13,130,0.5
127,13,22,2.5
128,13,137,3.5
129,13,276,1.5
130,14,169,0.5
131,14,297,1.0
132,14,290,4.0
133,14,142,4.0
134,14,300,4.5
135,14,14,5.0
136,14,105,1.5
137,14,85,3.0
138,14,283,4.5
139,14,213,5.0
140,15,33,1.5
141,15,155,4.0
142,15,48,3.5
143,15,183,3.0
144,15,219,2.5
145,15,81,5.0
146,15,255,2.5
147,15,10,3.0
148,15,143,2.5
149,15,184,1.0
150,16,19,1.0
151,16,256,5.0
152,16,66,2.5
153,16,147,5.0
154,16,59,5.0
155,16,11,5.0
156,16,239,2.5
157,16,130,2.0
158,16,101,1.5
159,16,46,5.0
160,17,144,3.5
161,17,110,5.0
162,17,15,0.5
163,17,183,4.0
164,17,207,1.5
165,17,112,1.5
166,17,285,2.5
167,17,185,5.0
168,17,164,1.0
169,17,216,2.0
170,18,199,1.5
171,18,217,5.0
172,18,171,1.5
173,18,167,3.5
174,18,49,4.5
175,18,29,1.5
176,18,166,5.0
177,18,241,3.5
178,18,137,2.0
179,18,38,4.5
180,19,185,1.5
181,19,139,4.5
182,19,49,1.5
183,19,128,5.0
184,19,90,4.0
185,19,77,4.5
186,19,88,3.5
187,19,282,4.5
188,19,64,1.5
189,19,109,5.0
190,20,216,1.0
191,20,194,5.0
192,20,153,5.0
193,20,60,4.5
194,20,127,2.0
195,20,165,2.0
196,20,149,3.0
197,20,271,3.0
198,20,244,0.5
199,20,122,4.0
200,21,174,1.0
201,21,189,4.5
202,21,126,2.0
203,21,64,3.5
204,21,256,4.0
205,21,150,0.5
206,21,26,3.0
207,21,276,3.0
208,21,211,0.5
209,21,73,4.0
210,22,200,1.0
211,22,85,3.0
212,22,100,2.5
213,22,139,3.0
214,22,85,1.5
215,22,142,0.5
216,22,286,2.0
217,22,91,3.0
218,22,92,2.5
219,22,259,3.0
220,23,79,2.0
221,23,52,3.0
222,23,2,3.5
223,23,81,4.0
224,23,168,0.5
225,23,69,0.5
226,23,120,1.0
227,23,219,3.5
228,23,300,4.0
229,23,269,3.0
230,24,172,3.0
231,24,5,3.0
232,24,284,2.5
233,24,195,2.0
234,24,2,1.5
235,24,245,0.5
236,24,289,0.5
237,24,247,3.5
238,24,161,0.5
239,24,94,2.5
240,25,233,4.0
241,25,161,4.5
242,25,4,1.0
243,25,75,0.5
244,25,23,0.5
245,25,161,4.0
246,25,147,2.5
247,25,282,4.5
248,25,282,0.5
249,25,256,3.5
250,26,252,0.5
251,26,99,1.0
252,26,87,3.5
253,26,138,2.5
254,26,62,2.5
255,26,224,4.0
256,26,164,5.0
257,26,137,4.0
258,26,135,2.5
259,26,107,5.0
260,27,238,4.5
261,27,295,2.0
262,27,6,5.0
263,27,113,0.5
264,27,295,4.0
265,27,32,3.0
266,27,146,3.0
267,27,243,3.5
268,27,28,1.0
269,27,79,3.0
270,28,176,3.0
271,28,237,3.5
272,28,4,3.5
273,28,245,3.5
274,28,275,3.0
275,28,203,5.0
276,28,217,3.0
277,28,110,2.5
278,28,266,0.5
279,28,91,2.0
280,29,140,3.5
281,29,249,5.0
282,29,271,1.0
283,29,183,1.5
284,29,161,2.0
285,29,136,1.5
286,29,31,1.0
287,29,54,4.5
288,29,166,2.5
289,29,289,3.5
290,30,75,3.5
291,30,125,1.5
292,30,152,4.5
293,30,33,2.0
294,30,35,1.0
295,30,89,3.0
296,30,270,5.0
297,30,200,2.5
298,30,66,0.5
299,30,144,3.0
300,31,258,3.5
301,31,256,1.5
302,31,77,4.0
303,31,245,4.0
304,31,218,3.5
305,31,288,2.5
306,31,245,5.0
307,31,227,3.5
308,31,243,4.0
309,31,120,1.5
310,32,157,1.5
311,32,169,4.5
312,32,150,1.0
313,32,237,3.0
314,32,120,4.0
315,32,161,4.0
316,32,203,2.0
317,32,224,0.5
318,32,161,4.5
319,32,238,3.5
320,33,254,2.5
321,33,194,4.5
322,33,64,2.0
323,33,150,4.5
324,33,103,1.0
325,33,151,1.0
326,33,37,2.0
327,33,123,0.5
328,33,159,2.5
329,33,149,3.0
330,34,78,2.5
331,34,194,0.5
332,34,193,5.0
333,34,154,2.0
334,34,188,2.5
335,34,254,5.0
336,34,153,3.0
337,34,182,1.0
338,34,109,2.0
339,34,146,2.5
340,35,212,3.5
341,35,136,3.5
342,35,279,3.0
343,35,175,4.0
344,35,145,2.0
345,35,268,5.0
346,35,176,1.5
347,35,284,4.5
348,35,283,2.0
349,35,251,1.0
350,36,128,2.5
351,36,105,3.0
352,36,165,3.5
353,36,139,4.0
354,36,42,1.5
355,36,240,1.0
356,36,99,3.5
357,36,59,0.5
358,36,178,4.0
359,36,76,3.5
360,37,130,5.0
361,37,140,1.0
362,37,3,3.0
363,37,22,3.5
364,37,189,5.0
365,37,278,0.5
366,37,27,2.0
367,37,127,2.0
368,37,93,4.5
369,37,291,2.0
370,38,193,1.0
371,38,145,2.5
372,38,271,0.5
373,38,1,3.0
374,38,67,3.0
375,38,96,3.0
376,38,138,1.5
377,38,212,1.0
378,38,102,5.0
379,38,235,1.5
380,39,59,5.0
381,39,198,3.0
382,39,146,2.5
383,39,10,1.5
384,39,103,1.5
385,39,163,3.0
386,39,263,2.5
387,39,164,3.5
388,39,106,3.5
389,39,149,1.5
390,40,238,0.5
391,40,257,1.5
392,40,172,5.0
393,40,292,4.0
394,40,256,2.5
395,40,20,5.0
396,40,204,1.0
397,40,217,2.0
398,40,298,3.0
399,40,170,2.5
400,41,29,5.0
401,41,261,3.5
402,41,151,4.0
403,41,7,3.0
404,41,154,2.5
405,41,131,5.0
406,41,253,1.0
407,41,64,2.5
408,41,53,5.0
409,41,46,0.5
410,42,16,0.5
411,42,213,1.0
412,42,258,2.0
413,42,25,1.0
414,42,260,2.5
415,42,42,0.5
416,42,270,2.5
417,42,287,1.0
418,42,4,3.5
419,42,287,4.5
420,43,113,2.5
421,43,115,2.5
422,43,148,4.0
423,43,62,3.0
424,43,42,4.5
425,43,219,2.0
426,43,20,5.0
427,43,109,1.0
428,43,247,5.0
429,43,130,4.5
430,44,140,3.0
431,44,153,4.0
432,44,275,1.5
433,44,267,2.5
434,44,173,1.5
435,44,161,4.0
436,44,30,3.5
437,44,185,5.0
438,44,46,2.5
439,44,268,0.5
440,45,109,3.5
441,45,193,1.0
442,45,95,0.5
443,45,228,2.5
444,45,8,4.0
445,45,243,4.5
446,45,17,4.0
447,45,41,4.0
448,45,141,1.5
449,45,131,0.5
450,46,273,4.5
451,46,100,3.0
452,46,66,1.0
453,46,217,0.5
454,46,118,1.0
455,46,161,1.5
456,46,281,4.5
457,46,226,4.5
458,46,295,5.0
459,46,183,0.5
460,47,143,3.5
461,47,121,3.0
462,47,87,1.5
463,47,162,1.5
464,47,14,0.5
465,47,216,4.5
466,47,39,2.0
467,47,174,3.5
468,47,182,1.5
469,47,80,1.5
470,48,261,4.0
471,48,284,2.5
472,48,282,4.0
473,48,288,0.5
474,48,182,3.5
475,48,98,2.0
476,48,172,1.5
477,48,220,4.0
478,48,88,3.5
479,48,198,0.5
480,49,156,0.5
481,49,154,1.5
482,49,268,1.0
483,49,28,0.5
484,49,264,4.0
485,49,32,3.0
486,49,63,2.5
487,49,296,3.5
488,49,225,3.5
489,49,257,4.5
490,50,266,2.0
491,50,66,1.5
492,50,285,1.5
493,50,272,1.0
494,50,112,3.5
495,50,155,3.5
496,50,277,1.0
497,50,217,4.0
498,50,184,2.5
499,50,184,1.0
500,51,105,3.5
501,51,50,1.5
502,51,239,1.0
503,51,252,3.5
504,51,286,3.5
505,51,52,2.5
506,51,285,4.0
507,51,9,2.5
508,51,234,1.5
509,51,54,2.5
510,52,221,2.0
511,52,212,1.0
512,52,214,2.0
513,52,216,3.0
514,52,264,2.5
515,52,43,0.5
516,52,43,1.5
517,52,222,2.0
518,52,192,4.5
519,52,153,1.0
520,53,96,2.5
521,53,236,4.5
522,53,212,3.0
523,53,189,4.5
524,53,209,3.0
525,53,292,3.0
526,53,170,2.5
527,53,104,2.5
528,53,1,3.0
529,53,286,0.5
530,54,16,1.5
531,54,290,2.0
532,54,224,2.0
533,54,226,4.0
534,54,266,5.0
535,54,1,3.5
536,54,98,3.5
537,54,280,5.0
538,54,207,0.5
539,54,21,2.5
540,55,56,4.5
541,55,225,3.0
542,55,219,2.5
543,55,255,4.0
544,55,86,2.0
545,55,16,3.0
546,55,231,0.5
547,55,200,2.5
548,55,47,1.0
549,55,160,3.5
550,56,217,3.0
551,56,51,4.5
552,56,59,3.0
553,56,213,3.0
554,56,180,2.0
555,56,277,3.0
556,56,205,1.0
557,56,19,4.0
558,56,13,2.5
559,56,151,2.0
560,57,235,2.0
561,57,9,1.0
562,57,166,2.0
563,57,99,0.5
564,57,159,2.0
565,57,195,2.5
566,57,68,3.0
567,57,82,4.0
568,57,20,2.0
569,57,186,2.0
570,58,169,2.0
571,58,39,4.5
572,58,227,4.0
573,58,293,5.0
574,58,144,1.5
575,58,79,0.5
576,58,297,3.5
577,58,127,2.0
578,58,230,4.5
579,58,75,2.5
580,59,280,2.0
581,59,60,4.5
582,59,129,2.0
583,59,210,2.5
584,59,100,3.0
585,59,85,2.0
586,59,295,2.5
587,59,22,1.5
588,59,181,2.0
589,59,286,4.0
590,60,76,4.5
591,60,123,2.0
592,60,199,2.5
593,60,10,4.0
594,60,119,3.0
595,60,3,1.0
596,60,225,3.0
597,60,121,2.5
598,60,148,4.0
599,60,69,4.5
600,61,236,0.5
601,61,205,2.5
602,61,28,2.5
603,61,53,0.5
604,61,284,2.5
605,61,279,4.0
606,61,163,1.5
607,61,146,5.0
608,61,64,2.0
609,61,188,1.0
610,62,278,3.0
611,62,12,0.5
612,62,198,4.5
613,62,28,1.5
614,62,234,4.0
615,62,226,5.0
616,62,36,2.0
617,62,85,2.5
618,62,33,4.0
619,62,298,5.0
620,63,92,5.0
621,63,131,3.5
622,63,100,3.0
623,63,262,0.5
624,63,172,3.5
625,63,32,5.0
626,63,133,1.0
627,63,287,5.0
628,63,32,4.0
629,63,126,4.5
630,64,183,4.5
631,64,167,1.0
632,64,59,4.5
633,64,148,3.0
634,64,44,5.0
635,64,250,1.0
636,64,20,2.0
637,64,88,4.0
638,64,182,1.5
639,64,109,2.0
640,65,158,3.5
641,65,273,4.5
642,65,142,0.5
643,65,288,5.0
644,65,267,2.0
645,65,48,2.5
646,65,184,1.0
647,65,92,2.0
648,65,75,1.5
649,65,40,3.5
650,66,120,4.5
651,66,282,5.0
652,66,124,1.0
653,66,170,3.0
654,66,197,4.0
655,66,149,5.0
656,66,19,3.5
657,66,187,4.5
658,66,61,5.0
659,66,74,1.0
660,67,195,5.0
661,67,262,5.0
662,67,262,2.0
663,67,143,2.5
664,67,261,1.5
665,67,77,2.5
666,67,201,4.5
667,67,77,1.5
668,67,273,0.5
669,67,180,1.0
670,68,260,3.0
671,68,37,0.5
672,68,79,1.5
673,68,213,2.0
674,68,51,4.5
675,68,239,2.0
676,68,62,2.0
677,68,118,4.0
678,68,263,2.0
679,68,230,3.5
680,69,85,1.0
681,69,174,4.0
682,69,185,4.5
683,69,107,5.0
684,69,272,1.5
685,69,31,1.0
686,69,262,1.5
687,69,197,4.5
688,69,291,3.0
689,69,153,0.5
690,70,144,2.0
691,70,122,5.0
692,70,49,2.0
693,70,169,1.0
694,70,210,5.0
695,70,5,4.0
696,70,199,3.5
697,70,166,4.5
698,70,8,3.5
699,70,106,2.0
700,71,283,2.5
701,71,213,0.5
702,71,236,3.0
703,71,167,4.5
704,71,151,2.5
705,71,236,0.5
706,71,195,2.5
707,71,144,5.0
708,71,130,4.0
709,71,188,2.0
710,72,131,1.5
711,72,136,3.0
712,72,193,1.5
713,72,265,3.0
714,72,8,5.0
715,72,164,3.5
716,72,171,1.0
717,72,180,3.0
718,72,181,1.5
719,72,115,1.5
720,73,3,3.0
721,73,255,5.0
722,73,31,1.5
723,73,254,1.5
724,73,299,3.5
725,73,204,2.5
726,73,212,4.5
727,73,241,0.5
728,73,214,0.5
729,73,118,3.5
730,74,202,0.5
731,74,152,5.0
732,74,111,4.5
733,74,55,1.0
734,74,260,2.5
735,74,51,0.5
736,74,283,3.5
737,74,272,5.0
738,74,152,3.0
739,74,71,4.5
740,75,127,2.0
741,75,276,1.0
742,75,95,4.0
743,75,259,2.0
744,75,200,1.0
745,75,4,1.0
746,75,12,1.0
747,75,2,3.5
748,75,166,4.5
749,75,281,1.0
750,76,233,1.5
751,76,122,4.5
752,76,152,5.0
753,76,233,1.0
754,76,100,3.5
755,76,52,0.5
756,76,50,3.0
757,76,212,4.5
758,76,41,1.0
759,76,288,0.5
760,77,83,3.0
761,77,6,2.0
762,77,215,3.0
763,77,54,2.5
764,77,153,1.0
765,77,233,4.5
766,77,174,5.0
767,77,217,4.5
768,77,289,3.5
769,77,177,5.0
770,78,190,5.0
771,78,125,3.0
772,78,150,1.5
773,78,213,4.0
774,78,19,2.5
775,78,255,0.5
776,78,193,2.5
777,78,252,1.0
778,78,184,3.5
779,78,92,0.5
780,79,138,3.5
781,79,3,5.0
782,79,87,2.5
783,79,215,0.5
784,79,45,4.0
785,79,230,5.0
786,79,213,3.5
787,79,258,4.5
788,79,102,4.5
789,79,91,3.0
790,80,102,2.5
791,80,83,3.5
792,80,11,1.5
793,80,160,3.0
794,80,138,1.5
795,80,204,3.0
796,80,271,2.0
797,80,266,3.0
798,80,137,0.5
799,80,36,1.5
800,81,59,5.0
801,81,219,4.5
802,81,297,2.0
803,81,218,0.5
804,81,36,2.5
805,81,138,3.0
806,81,180,2.0
807,81,290,2.0
808,81,89,1.0
809,81,104,4.0
810,82,62,4.5
811,82,48,5.0
812,82,220,3.5
813,82,271,2.0
814,82,138,3.5
815,82,226,1.5
816,82,193,3.5
817,82,9,5.0
818,82,193,3.5
819,82,104,1.0
820,83,156,5.0
821,83,145,3.0
822,83,97,0.5
823,83,295,3.5
824,83,266,5.0
825,83,259,0.5
826,83,245,3.0
827,83,296,2.5
828,83,101,3.0
829,83,100,4.5
830,84,253,3.0
831,84,240,2.0
832,84,111,4.0
833,84,274,3.0
834,84,116,0.5
835,84,275,3.5
836,84,94,5.0
837,84,120,1.5
838,84,152,3.5
839,84,285,2.5
840,85,231,3.0
841,85,112,3.5
842,85,106,0.5
843,85,115,1.0
844,85,79,2.0
845,85,239,0.5
846,85,23,3.5
847,85,14,4.5
848,85,234,2.5
849,85,155,5.0
850,86,214,2.0
851,86,179,3.0
852,86,104,2.5
853,86,65,3.5
854,86,65,3.0
855,86,231,4.0
856,86,105,2.5
857,86,53,0.5
858,86,46,4.5
859,86,29,2.0
860,87,197,5.0
861,87,126,2.5
862,87,220,3.5
863,87,183,2.5
864,87,172,2.0
865,87,219,1.0
866,87,167,4.0
867,87,243,1.0
868,87,224,1.0
869,87,281,5.0
870,88,253,2.5
871,88,197,2.5
872,88,115,4.5
873,88,1,1.0
874,88,131,4.0
875,88,213,1.5
876,88,106,4.0
877,88,83,5.0
878,88,28,1.5
879,88,229,2.0
880,89,25,4.5
881,89,211,3.5
882,89,27,1.0
883,89,257,3.0
884,89,236,2.0
885,89,245,5.0
886,89,74,4.5
887,89,116,3.0
888,89,30,3.5
889,89,259,5.0
890,90,275,1.0
891,90,157,2.0
892,90,99,0.5
893,90,77,4.5
894,90,146,4.0
895,90,156,5.0
896,90,108,4.0
897,90,26,1.0
898,90,21,3.0
899,90,224,4.5
900,91,104,2.5
901,91,251,2.0
902,91,226,2.0
903,91,76,0.5
904,91,161,1.0
905,91,45,1.5
906,91,235,4.5
907,91,198,0.5
908,91,138,1.0
909,91,274,0.5
910,92,56,4.5
911,92,62,3.0
912,92,73,0.5
913,92,164,3.5
914,92,195,3.5
915,92,106,5.0
916,92,103,1.5
917,92,299,0.5
918,92,217,1.5
919,92,53,0.5
920,93,274,2.5
921,93,216,4.5
922,93,101,2.5
923,93,41,3.5
924,93,271,5.0
925,93,242,2.0
926,93,175,0.5
927,93,154,4.5
928,93,262,3.5
929,93,229,2.0
930,94,177,1.5
931,94,28,2.5
932,94,108,3.0
933,94,232,0.5
934,94,141,1.0
935,94,102,2.0
936,94,292,4.5
937,94,197,3.0
938,94,154,2.0
939,94,142,5.0
940,95,163,3.0
941,95,36,2.0
942,95,168,2.0
943,95,276,3.5
944,95,211,1.0
945,95,220,2.0
946,95,172,2.0
947,95,238,1.0
948,95,232,3.5
949,95,1,2.5
950,96,171,1.5
951,96,14,0.5
952,96,84,2.0
953,96,160,4.0
954,96,51,4.5
955,96,39,1.5
956,96,81,2.0
957,96,275,2.0
958,96,201,3.0
959,96,264,5.0
960,97,98,2.5
961,97,123,3.0
962,97,161,2.0
963,97,146,1.5
964,97,286,5.0
965,97,125,1.0
966,97,180,1.0
967,97,159,3.0
968,97,166,4.0
969,97,181,3.5
970,98,16,2.5
971,98,16,3.0
972,98,209,1.0
973,98,45,2.0
974,98,57,4.5
975,98,16,4.0
976,98,144,0.5
977,98,119,1.0
978,98,198,2.0
979,98,35,0.5
980,99,56,1.0
981,99,182,1.5
982,99,255,2.0
983,99,210,0.5
984,99,44,1.0
985,99,36,5.0
986,99,71,4.0
987,99,55,4.0
988,99,108,4.5
989,99,292,1.0
990,100,80,2.0
991,100,231,0.5
992,100,173,4.0
993,100,100,2.0
994,100,286,3.0
995,100,55,1.0
996,100,80,3.5
997,100,93,2.0
998,100,286,4.5
999,100,182,1.5
